annotator,fallacy,id,lead_time,main_tweet,new_id,posterior_context,previous_context,updated_at,Ad Hominem,Appeal to Fear,Appeal to Ridicule,False Dilemma,Hasty Generalization,Loaded Language,None of the above,component_id
1,['False Dilemma'],6172,19.568,"[main_tweet] [user75372]: @user India are using ivermectin to treat and prevent covid 
 ",157057,,"[context] [user9339]: Huge crowd of people enjoying themselves at the India Vs England cricket match. I feel like I'm living in an alternate reality 🤔 
  [context] [user9339]: What the hell is going on in the UK? Why are we being held prisoner in our own homes for months on end? Yet in India a third World country their citizens are allowed to enjoy themselves and live a normal life. Sick of this shit now 
  [context] [user97770]: @user @user India gives Vitamins, including D, HCQ and Ivermectin. 
  [context] [user41391]: @user @user I do believe India use the treatments widely reported as effective against Covid such as ivermectin. @user doesn't have that in his grand plan though! 
  ",2024-03-18T13:04:35.239272Z,0,0,0,1,0,0,0,
1,"['Loaded Language', 'False Dilemma']",6174,32.481,"[main_tweet] [user7194]: Use these meds, not VAXES to treat Covid. The vent is a sure killer. See JAMA ""vent studies."" No excuse for not researching. Retired nurse here. 
 ",347826,,"[context] [user9339]: Huge crowd of people enjoying themselves at the India Vs England cricket match. I feel like I'm living in an alternate reality 🤔 
  [context] [user97770]: @user @user India gives Vitamins, including D, HCQ and Ivermectin. 
  ",2024-04-10T12:18:54.400194Z,0,0,0,1,0,1,0,
1,['None of the above'],6175,13.631,"[main_tweet] [user65488]: Other countries are doing way more for early treatment of COVID than we are. Why have our agencies, our media, Democrats, turned a blind eye to potential lifesaving treatments? 
 ",287885," [context] [user56866]: Censorship of early outpatient Covid-19 treatment medications and doctors 
  [context] [user29234]: Especially the use of Ivermectin!!! 
  [context] [user39293]: #Ivermectin #Hydroxychloroquine #VitaminsACDplusZinc and many more. Early treatment and skip the #Frankenvax #FullInformedConsent #NeuremburgCode #MyBodyMyChoice 
  [context] [user56866]: Early Outpatient Treatment: An Essential Part of a Covid-19 Solution, Part II December 8, 2020 Including Dr Kory's statement Dr Pierre Kory @user @user 
  [context] [user38949]: Valid questions @user Please request Ivermectin, per your video shared earlier, be added to Operation Warp Speed by our Beloved President @user @user ... @user who have already saved so many lives with Operation Warp Speed. @user is failing citizens 
  [context] [user85697]: This is valid information about #Ivermectin treatment tweeted by a US Senator - it doesn't get much more credible than that !! Pls RT so others can watch & use the hashtag too tx 
 ",,2024-03-18T13:05:16.334412Z,0,0,0,0,0,0,1,
1,['None of the above'],6176,8.817,"[main_tweet] [user56866]: Censorship of early outpatient Covid-19 treatment medications and doctors 
 ",193870," [context] [user29234]: Especially the use of Ivermectin!!! 
  [context] [user39293]: #Ivermectin #Hydroxychloroquine #VitaminsACDplusZinc and many more. Early treatment and skip the #Frankenvax #FullInformedConsent #NeuremburgCode #MyBodyMyChoice 
  [context] [user56866]: Early Outpatient Treatment: An Essential Part of a Covid-19 Solution, Part II December 8, 2020 Including Dr Kory's statement Dr Pierre Kory @user @user 
  [context] [user38949]: Valid questions @user Please request Ivermectin, per your video shared earlier, be added to Operation Warp Speed by our Beloved President @user @user ... @user who have already saved so many lives with Operation Warp Speed. @user is failing citizens 
  [context] [user85697]: This is valid information about #Ivermectin treatment tweeted by a US Senator - it doesn't get much more credible than that !! Pls RT so others can watch & use the hashtag too tx 
 ","[context] [user65488]: Other countries are doing way more for early treatment of COVID than we are. Why have our agencies, our media, Democrats, turned a blind eye to potential lifesaving treatments? 
  ",2024-03-18T13:05:25.434221Z,0,0,0,0,0,0,1,
1,['None of the above'],6177,28.43,"[main_tweet] [user29234]: Especially the use of Ivermectin!!! 
 ",209436," [context] [user39293]: #Ivermectin #Hydroxychloroquine #VitaminsACDplusZinc and many more. Early treatment and skip the #Frankenvax #FullInformedConsent #NeuremburgCode #MyBodyMyChoice 
  [context] [user38949]: Valid questions @user Please request Ivermectin, per your video shared earlier, be added to Operation Warp Speed by our Beloved President @user @user ... @user who have already saved so many lives with Operation Warp Speed. @user is failing citizens 
  [context] [user85697]: This is valid information about #Ivermectin treatment tweeted by a US Senator - it doesn't get much more credible than that !! Pls RT so others can watch & use the hashtag too tx 
 ","[context] [user65488]: Other countries are doing way more for early treatment of COVID than we are. Why have our agencies, our media, Democrats, turned a blind eye to potential lifesaving treatments? 
  [context] [user56866]: Censorship of early outpatient Covid-19 treatment medications and doctors 
  ",2024-03-18T13:05:54.137837Z,0,0,0,0,0,0,1,
1,['False Dilemma'],6178,139.016,"[main_tweet] [user39293]: #Ivermectin #Hydroxychloroquine #VitaminsACDplusZinc and many more. Early treatment and skip the #Frankenvax #FullInformedConsent #NeuremburgCode #MyBodyMyChoice 
 ",15959," [context] [user38949]: Valid questions @user Please request Ivermectin, per your video shared earlier, be added to Operation Warp Speed by our Beloved President @user @user ... @user who have already saved so many lives with Operation Warp Speed. @user is failing citizens 
  [context] [user85697]: This is valid information about #Ivermectin treatment tweeted by a US Senator - it doesn't get much more credible than that !! Pls RT so others can watch & use the hashtag too tx 
 ","[context] [user65488]: Other countries are doing way more for early treatment of COVID than we are. Why have our agencies, our media, Democrats, turned a blind eye to potential lifesaving treatments? 
  [context] [user56866]: Censorship of early outpatient Covid-19 treatment medications and doctors 
  [context] [user29234]: Especially the use of Ivermectin!!! 
  ",2024-04-10T12:19:45.958211Z,0,0,0,1,0,0,0,
1,['None of the above'],6179,16.174,"[main_tweet] [user56866]: Early Outpatient Treatment: An Essential Part of a Covid-19 Solution, Part II December 8, 2020 Including Dr Kory's statement Dr Pierre Kory @user @user 
 ",208398,,"[context] [user65488]: Other countries are doing way more for early treatment of COVID than we are. Why have our agencies, our media, Democrats, turned a blind eye to potential lifesaving treatments? 
  [context] [user56866]: Censorship of early outpatient Covid-19 treatment medications and doctors 
  ",2024-03-18T13:08:10.015748Z,0,0,0,0,0,0,1,
1,['None of the above'],6180,46.314,"[main_tweet] [user38949]: Valid questions @user Please request Ivermectin, per your video shared earlier, be added to Operation Warp Speed by our Beloved President @user @user ... @user who have already saved so many lives with Operation Warp Speed. @user is failing citizens 
 ",348739," [context] [user85697]: This is valid information about #Ivermectin treatment tweeted by a US Senator - it doesn't get much more credible than that !! Pls RT so others can watch & use the hashtag too tx 
 ","[context] [user65488]: Other countries are doing way more for early treatment of COVID than we are. Why have our agencies, our media, Democrats, turned a blind eye to potential lifesaving treatments? 
  [context] [user56866]: Censorship of early outpatient Covid-19 treatment medications and doctors 
  [context] [user29234]: Especially the use of Ivermectin!!! 
  [context] [user39293]: #Ivermectin #Hydroxychloroquine #VitaminsACDplusZinc and many more. Early treatment and skip the #Frankenvax #FullInformedConsent #NeuremburgCode #MyBodyMyChoice 
  ",2024-03-18T13:08:56.657184Z,0,0,0,0,0,0,1,
1,['None of the above'],6181,11.024,"[main_tweet] [user85697]: This is valid information about #Ivermectin treatment tweeted by a US Senator - it doesn't get much more credible than that !! Pls RT so others can watch & use the hashtag too tx 
 ",335583,,"[context] [user65488]: Other countries are doing way more for early treatment of COVID than we are. Why have our agencies, our media, Democrats, turned a blind eye to potential lifesaving treatments? 
  [context] [user56866]: Censorship of early outpatient Covid-19 treatment medications and doctors 
  [context] [user29234]: Especially the use of Ivermectin!!! 
  [context] [user39293]: #Ivermectin #Hydroxychloroquine #VitaminsACDplusZinc and many more. Early treatment and skip the #Frankenvax #FullInformedConsent #NeuremburgCode #MyBodyMyChoice 
  [context] [user38949]: Valid questions @user Please request Ivermectin, per your video shared earlier, be added to Operation Warp Speed by our Beloved President @user @user ... @user who have already saved so many lives with Operation Warp Speed. @user is failing citizens 
  ",2024-03-18T13:09:07.960584Z,0,0,0,0,0,0,1,
1,['None of the above'],6182,7.132,"[main_tweet] [user21425]: Not arrived, it's from THERE ⤵!! 
 ",281822," [context] [user21425]: ""This wasn't recognized because we were having a severe flu season,"" Smith said. ""Symptoms are very much like the flu. If u got a mild case of COVID, u didn't really notice. U didn't even go to the doctor. The doctor maybe didn't even do it because they presumed it was the flu."" 
  [context] [user21425]: COVID-19 did not reappear in the Bay Area until Feb. 27, when doctors finally decided to test a hospitalized woman who had been ill for weeks. She became the region's 1st case of community-spread. But from there, almost every positive test pointed toward local spread. 
 ",,2024-03-18T13:09:15.375047Z,0,0,0,0,0,0,1,
1,['None of the above'],6183,269.97,"[main_tweet] [user21425]: ""This wasn't recognized because we were having a severe flu season,"" Smith said. ""Symptoms are very much like the flu. If u got a mild case of COVID, u didn't really notice. U didn't even go to the doctor. The doctor maybe didn't even do it because they presumed it was the flu."" 
 ",8545," [context] [user21425]: COVID-19 did not reappear in the Bay Area until Feb. 27, when doctors finally decided to test a hospitalized woman who had been ill for weeks. She became the region's 1st case of community-spread. But from there, almost every positive test pointed toward local spread. 
  [context] [user21425]: ""When public health [officials] tried to track down the start of the disease ... we weren't able to find, specifically, a contact,"" (...) ""That means the virus is in the community already  not, as was suspected by the CDC, as only in China and being spread from contact with 🇨🇳."" 
 ","[context] [user21425]: Not arrived, it's from THERE ⤵!! 
  ",2024-03-18T13:13:45.669513Z,0,0,0,0,0,0,1,
1,['None of the above'],6184,85.155,"[main_tweet] [user21425]: COVID-19 did not reappear in the Bay Area until Feb. 27, when doctors finally decided to test a hospitalized woman who had been ill for weeks. She became the region's 1st case of community-spread. But from there, almost every positive test pointed toward local spread. 
 ",191606," [context] [user21425]: ""When public health [officials] tried to track down the start of the disease ... we weren't able to find, specifically, a contact,"" (...) ""That means the virus is in the community already  not, as was suspected by the CDC, as only in China and being spread from contact with 🇨🇳."" 
  [context] [user21425]: In Jan and most of Feb, there was little, if any, community testing in California. The CDC provided testing materials to only some health dept, with restrictions that confined testing & thus the tracking of the🦠to those who were sick or exposed to someone known to have COVID19. 
 ","[context] [user21425]: Not arrived, it's from THERE ⤵!! 
  [context] [user21425]: ""This wasn't recognized because we were having a severe flu season,"" Smith said. ""Symptoms are very much like the flu. If u got a mild case of COVID, u didn't really notice. U didn't even go to the doctor. The doctor maybe didn't even do it because they presumed it was the flu."" 
  ",2024-03-18T13:15:11.189881Z,0,0,0,0,0,0,1,
1,['None of the above'],6185,18.445,"[main_tweet] [user21425]: ""When public health [officials] tried to track down the start of the disease ... we weren't able to find, specifically, a contact,"" (...) ""That means the virus is in the community already  not, as was suspected by the CDC, as only in China and being spread from contact with 🇨🇳."" 
 ",9547," [context] [user21425]: In Jan and most of Feb, there was little, if any, community testing in California. The CDC provided testing materials to only some health dept, with restrictions that confined testing & thus the tracking of the🦠to those who were sick or exposed to someone known to have COVID19. 
  [context] [user21425]: Azar Ahrabi, 68, died March 9, the second COVID-19 fatality in California, five days after the first. For the first few weeks, the urban county that sits at the heart of Silicon Valley, home to Stanford University and tech giants Apple and Google, led California in COVID deaths. 
 ","[context] [user21425]: ""This wasn't recognized because we were having a severe flu season,"" Smith said. ""Symptoms are very much like the flu. If u got a mild case of COVID, u didn't really notice. U didn't even go to the doctor. The doctor maybe didn't even do it because they presumed it was the flu."" 
  [context] [user21425]: COVID-19 did not reappear in the Bay Area until Feb. 27, when doctors finally decided to test a hospitalized woman who had been ill for weeks. She became the region's 1st case of community-spread. But from there, almost every positive test pointed toward local spread. 
  ",2024-03-18T13:15:29.954801Z,0,0,0,0,0,0,1,
1,['None of the above'],6186,15.247,"[main_tweet] [user21425]: In Jan and most of Feb, there was little, if any, community testing in California. The CDC provided testing materials to only some health dept, with restrictions that confined testing & thus the tracking of the🦠to those who were sick or exposed to someone known to have COVID19. 
 ",245043," [context] [user21425]: Azar Ahrabi, 68, died March 9, the second COVID-19 fatality in California, five days after the first. For the first few weeks, the urban county that sits at the heart of Silicon Valley, home to Stanford University and tech giants Apple and Google, led California in COVID deaths. 
  [context] [user21425]: The researchers found that the burden of COVID-19 in the Bay Area prior to mid-Feb was low. Only 2 of nearly 3,000 people with respiratory-disease symptoms who were tested in early 2020 at Stanford Health Care for common respiratory viruses were infected with SARS-CoV-2. 
 ","[context] [user21425]: COVID-19 did not reappear in the Bay Area until Feb. 27, when doctors finally decided to test a hospitalized woman who had been ill for weeks. She became the region's 1st case of community-spread. But from there, almost every positive test pointed toward local spread. 
  [context] [user21425]: ""When public health [officials] tried to track down the start of the disease ... we weren't able to find, specifically, a contact,"" (...) ""That means the virus is in the community already  not, as was suspected by the CDC, as only in China and being spread from contact with 🇨🇳."" 
  ",2024-03-18T13:15:45.481086Z,0,0,0,0,0,0,1,
1,['None of the above'],6187,19.23,"[main_tweet] [user21425]: Azar Ahrabi, 68, died March 9, the second COVID-19 fatality in California, five days after the first. For the first few weeks, the urban county that sits at the heart of Silicon Valley, home to Stanford University and tech giants Apple and Google, led California in COVID deaths. 
 ",182611," [context] [user21425]: The researchers found that the burden of COVID-19 in the Bay Area prior to mid-Feb was low. Only 2 of nearly 3,000 people with respiratory-disease symptoms who were tested in early 2020 at Stanford Health Care for common respiratory viruses were infected with SARS-CoV-2. 
 ","[context] [user21425]: ""When public health [officials] tried to track down the start of the disease ... we weren't able to find, specifically, a contact,"" (...) ""That means the virus is in the community already  not, as was suspected by the CDC, as only in China and being spread from contact with 🇨🇳."" 
  [context] [user21425]: In Jan and most of Feb, there was little, if any, community testing in California. The CDC provided testing materials to only some health dept, with restrictions that confined testing & thus the tracking of the🦠to those who were sick or exposed to someone known to have COVID19. 
  ",2024-03-18T13:16:05.017672Z,0,0,0,0,0,0,1,
1,['None of the above'],6188,10.78,"[main_tweet] [user21425]: The researchers found that the burden of COVID-19 in the Bay Area prior to mid-Feb was low. Only 2 of nearly 3,000 people with respiratory-disease symptoms who were tested in early 2020 at Stanford Health Care for common respiratory viruses were infected with SARS-CoV-2. 
 ",326459,,"[context] [user21425]: In Jan and most of Feb, there was little, if any, community testing in California. The CDC provided testing materials to only some health dept, with restrictions that confined testing & thus the tracking of the🦠to those who were sick or exposed to someone known to have COVID19. 
  [context] [user21425]: Azar Ahrabi, 68, died March 9, the second COVID-19 fatality in California, five days after the first. For the first few weeks, the urban county that sits at the heart of Silicon Valley, home to Stanford University and tech giants Apple and Google, led California in COVID deaths. 
  ",2024-03-18T13:16:16.104133Z,0,0,0,0,0,0,1,
1,['None of the above'],6189,7.828,"[main_tweet] [user57700]: #Moderna Inc has said that its experimental vaccine is 94.5 per cent effective in preventing #COVID19. #CovidVaccine #Video 
 ",17083," [context] [user67589]: Moderna vaccine doesn't need -70 storage hence will be easier for distribution. 
  [context] [user92918]: it's in phase III right.. I'll wait till it's verified by UNO 
  [context] [user44769]: Indians parents will not give a damn until it's 💯 
  [context] [user129880]: I love the the precision of the percentage declared! 😊 The main question, though, lies on how will any vaccine be available to each human on this earth? The logistics involved is the main worry now more than the vaccine itself! 
 ",,2024-03-18T13:16:24.238484Z,0,0,0,0,0,0,1,
1,['None of the above'],6190,8.035,"[main_tweet] [user67589]: Moderna vaccine doesn't need -70 storage hence will be easier for distribution. 
 ",272426," [context] [user92918]: it's in phase III right.. I'll wait till it's verified by UNO 
  [context] [user44769]: Indians parents will not give a damn until it's 💯 
  [context] [user129880]: I love the the precision of the percentage declared! 😊 The main question, though, lies on how will any vaccine be available to each human on this earth? The logistics involved is the main worry now more than the vaccine itself! 
 ","[context] [user57700]: #Moderna Inc has said that its experimental vaccine is 94.5 per cent effective in preventing #COVID19. #CovidVaccine #Video 
  ",2024-03-18T13:16:32.551956Z,0,0,0,0,0,0,1,
1,['None of the above'],6191,8.357,"[main_tweet] [user92918]: it's in phase III right.. I'll wait till it's verified by UNO 
 ",374339," [context] [user44769]: Indians parents will not give a damn until it's 💯 
  [context] [user129880]: I love the the precision of the percentage declared! 😊 The main question, though, lies on how will any vaccine be available to each human on this earth? The logistics involved is the main worry now more than the vaccine itself! 
 ","[context] [user57700]: #Moderna Inc has said that its experimental vaccine is 94.5 per cent effective in preventing #COVID19. #CovidVaccine #Video 
  [context] [user67589]: Moderna vaccine doesn't need -70 storage hence will be easier for distribution. 
  ",2024-03-18T13:16:41.207018Z,0,0,0,0,0,0,1,
1,['Loaded Language'],6192,11.071,"[main_tweet] [user44769]: Indians parents will not give a damn until it's 💯 
 ",247395," [context] [user129880]: I love the the precision of the percentage declared! 😊 The main question, though, lies on how will any vaccine be available to each human on this earth? The logistics involved is the main worry now more than the vaccine itself! 
 ","[context] [user57700]: #Moderna Inc has said that its experimental vaccine is 94.5 per cent effective in preventing #COVID19. #CovidVaccine #Video 
  [context] [user67589]: Moderna vaccine doesn't need -70 storage hence will be easier for distribution. 
  [context] [user92918]: it's in phase III right.. I'll wait till it's verified by UNO 
  ",2024-03-18T13:16:52.554267Z,0,0,0,0,0,1,0,
1,['None of the above'],6193,21.163,"[main_tweet] [user129880]: I love the the precision of the percentage declared! 😊 The main question, though, lies on how will any vaccine be available to each human on this earth? The logistics involved is the main worry now more than the vaccine itself! 
 ",234831,,"[context] [user57700]: #Moderna Inc has said that its experimental vaccine is 94.5 per cent effective in preventing #COVID19. #CovidVaccine #Video 
  [context] [user67589]: Moderna vaccine doesn't need -70 storage hence will be easier for distribution. 
  [context] [user92918]: it's in phase III right.. I'll wait till it's verified by UNO 
  [context] [user44769]: Indians parents will not give a damn until it's 💯 
  ",2024-03-18T13:17:14.009396Z,0,0,0,0,0,0,1,
1,['None of the above'],6194,10.285,"[main_tweet] [user95101]: Italy's sewage water shows SARS-CoV-2 present prior to reported outbreak in Wuhan #Coronavirus #Pandemic #PublicHealth #Virus #CoronavirusDisease #COVID19 #SARSCoV2 #Lombardy #Italy #Wuhan #Sewage 
 ",252864," [context] [user21425]: 🇺🇸 morality standard !! Falwell father must be very proud of his son in his ""afterlife"" 😂!! 
  [context] [user21425]: Twitter is BLOCKING this article !! Doesn't allow me to paste it by private message!! 
 ",,2024-03-18T13:17:24.571574Z,0,0,0,0,0,0,1,
1,['None of the above'],6195,1532.193,"[main_tweet] [user56505]: Women for Trump board member Becki Falwell & her hubby @user (who blocked me for posting about this stuff) hid their relationship with Giancarlo Granda, a former pool boy because it went against their Liberty University code. Big secret: exposed. 
 ",364597," [context] [user21425]: Who wants to take a guess to what the PENTAGON labs are going to do next with this !? 
  [context] [user21425]: 🇺🇸 morality standard !! Falwell father must be very proud of his son in his ""afterlife"" 😂!! 
  [context] [user21425]: Twitter is BLOCKING this article !! Doesn't allow me to paste it by private message!! 
 ",,2024-03-18T13:42:57.086871Z,0,0,0,0,0,0,1,
1,['None of the above'],6196,298.416,"[main_tweet] [user95204]: This summer, USDA scientists pieced together the first complete reference genome for the Asian giant hornet. In my latest for @user , I looked at how genetic tools are helping the hunt for the invasive insect: 
 ",337180," [context] [user21425]: I've said it already !! HIV has NO CURE !! 
  [context] [user21425]: Who wants to take a guess to what the PENTAGON labs are going to do next with this !? 
  [context] [user21425]: 🇺🇸 morality standard !! Falwell father must be very proud of his son in his ""afterlife"" 😂!! 
 ",,2024-03-18T13:47:55.840033Z,0,0,0,0,0,0,1,
1,['None of the above'],6197,19.042,"[main_tweet] [user21425]: I've said it already !! HIV has NO CURE !! 
 ",240113," [context] [user21425]: Who wants to take a guess to what the PENTAGON labs are going to do next with this !? 
  [context] [user21425]: 🇺🇸 morality standard !! Falwell father must be very proud of his son in his ""afterlife"" 😂!! 
 ","[context] [user95204]: This summer, USDA scientists pieced together the first complete reference genome for the Asian giant hornet. In my latest for @user , I looked at how genetic tools are helping the hunt for the invasive insect: 
  ",2024-03-18T13:48:15.168510Z,0,0,0,0,0,0,1,
1,['None of the above'],6198,6.258,"[main_tweet] [user21425]: Who wants to take a guess to what the PENTAGON labs are going to do next with this !? 
 ",361422," [context] [user21425]: 🇺🇸 morality standard !! Falwell father must be very proud of his son in his ""afterlife"" 😂!! 
  [context] [user21425]: Twitter is BLOCKING this article !! Doesn't allow me to paste it by private message!! 
 ","[context] [user56505]: Women for Trump board member Becki Falwell & her hubby @user (who blocked me for posting about this stuff) hid their relationship with Giancarlo Granda, a former pool boy because it went against their Liberty University code. Big secret: exposed. 
  [context] [user95204]: This summer, USDA scientists pieced together the first complete reference genome for the Asian giant hornet. In my latest for @user , I looked at how genetic tools are helping the hunt for the invasive insect: 
  [context] [user21425]: I've said it already !! HIV has NO CURE !! 
  ",2024-03-18T13:48:21.714751Z,0,0,0,0,0,0,1,
1,['None of the above'],6199,10.286,"[main_tweet] [user21425]: 🇺🇸 morality standard !! Falwell father must be very proud of his son in his ""afterlife"" 😂!! 
 ",379751," [context] [user21425]: Twitter is BLOCKING this article !! Doesn't allow me to paste it by private message!! 
 ","[context] [user95101]: Italy's sewage water shows SARS-CoV-2 present prior to reported outbreak in Wuhan #Coronavirus #Pandemic #PublicHealth #Virus #CoronavirusDisease #COVID19 #SARSCoV2 #Lombardy #Italy #Wuhan #Sewage 
  [context] [user56505]: Women for Trump board member Becki Falwell & her hubby @user (who blocked me for posting about this stuff) hid their relationship with Giancarlo Granda, a former pool boy because it went against their Liberty University code. Big secret: exposed. 
  [context] [user95204]: This summer, USDA scientists pieced together the first complete reference genome for the Asian giant hornet. In my latest for @user , I looked at how genetic tools are helping the hunt for the invasive insect: 
  [context] [user21425]: I've said it already !! HIV has NO CURE !! 
  [context] [user21425]: Who wants to take a guess to what the PENTAGON labs are going to do next with this !? 
  ",2024-03-18T13:48:32.279004Z,0,0,0,0,0,0,1,
1,['None of the above'],6200,5.704,"[main_tweet] [user21425]: Twitter is BLOCKING this article !! Doesn't allow me to paste it by private message!! 
 ",344790,,"[context] [user95101]: Italy's sewage water shows SARS-CoV-2 present prior to reported outbreak in Wuhan #Coronavirus #Pandemic #PublicHealth #Virus #CoronavirusDisease #COVID19 #SARSCoV2 #Lombardy #Italy #Wuhan #Sewage 
  [context] [user56505]: Women for Trump board member Becki Falwell & her hubby @user (who blocked me for posting about this stuff) hid their relationship with Giancarlo Granda, a former pool boy because it went against their Liberty University code. Big secret: exposed. 
  [context] [user21425]: Who wants to take a guess to what the PENTAGON labs are going to do next with this !? 
  [context] [user21425]: 🇺🇸 morality standard !! Falwell father must be very proud of his son in his ""afterlife"" 😂!! 
  ",2024-03-18T13:48:38.271727Z,0,0,0,0,0,0,1,
1,['None of the above'],6201,7.38,"[main_tweet] [user93716]: #BREAKING Russia says industrial production of new coronavirus vaccine to start in September 
 ",11314," [context] [user93716]: #BREAKING Russia says 20 countries have pre-ordered a billion doses of new coronavirus vaccine 
  [context] [user93716]: #UPDATE Russia claimed Tuesday it had developed the world's first #coronavirus vaccine offering ""sustainable immunity"", as the pandemic marked another bleak milestone with 20 million infections globally 
 ",,2024-03-18T13:48:45.948140Z,0,0,0,0,0,0,1,
1,['None of the above'],6202,3.71,"[main_tweet] [user93716]: #BREAKING Russia says 20 countries have pre-ordered a billion doses of new coronavirus vaccine 
 ",11313," [context] [user93716]: #UPDATE Russia claimed Tuesday it had developed the world's first #coronavirus vaccine offering ""sustainable immunity"", as the pandemic marked another bleak milestone with 20 million infections globally 
  [context] [user93716]: #BREAKING Germany questions 'quality, efficacy and safety' of Russian coronavirus vaccine: health ministry 
 ","[context] [user93716]: #BREAKING Russia says industrial production of new coronavirus vaccine to start in September 
  ",2024-03-18T13:48:49.959729Z,0,0,0,0,0,0,1,
1,['None of the above'],6203,16.957,"[main_tweet] [user93716]: #UPDATE Russia claimed Tuesday it had developed the world's first #coronavirus vaccine offering ""sustainable immunity"", as the pandemic marked another bleak milestone with 20 million infections globally 
 ",19161," [context] [user93716]: #BREAKING Germany questions 'quality, efficacy and safety' of Russian coronavirus vaccine: health ministry 
  [context] [user54547]: Trump's next get-out-of-jail-free miracle COVID cure? Is this what he has been on the phone to Putin about over and over? Why he won't talk about the Russian bounties on US troops- because he's hoping that Putin will win him a second election, this time with a vapor-vaccine? 
 ","[context] [user93716]: #BREAKING Russia says industrial production of new coronavirus vaccine to start in September 
  [context] [user93716]: #BREAKING Russia says 20 countries have pre-ordered a billion doses of new coronavirus vaccine 
  ",2024-03-18T13:49:07.216022Z,0,0,0,0,0,0,1,
1,['None of the above'],6204,8.487,"[main_tweet] [user93716]: #BREAKING Germany questions 'quality, efficacy and safety' of Russian coronavirus vaccine: health ministry 
 ",11175," [context] [user54547]: Trump's next get-out-of-jail-free miracle COVID cure? Is this what he has been on the phone to Putin about over and over? Why he won't talk about the Russian bounties on US troops- because he's hoping that Putin will win him a second election, this time with a vapor-vaccine? 
  [context] [user114679]: @user Anyone who would take a Putin-Covid-Cure should cut to the chase and guzzle the bleach. 
 ","[context] [user93716]: #BREAKING Russia says 20 countries have pre-ordered a billion doses of new coronavirus vaccine 
  [context] [user93716]: #UPDATE Russia claimed Tuesday it had developed the world's first #coronavirus vaccine offering ""sustainable immunity"", as the pandemic marked another bleak milestone with 20 million infections globally 
  ",2024-03-18T13:49:15.995898Z,0,0,0,0,0,0,1,
1,"['Loaded Language', 'Ad Hominem']",6205,63.336,"[main_tweet] [user54547]: Trump's next get-out-of-jail-free miracle COVID cure? Is this what he has been on the phone to Putin about over and over? Why he won't talk about the Russian bounties on US troops- because he's hoping that Putin will win him a second election, this time with a vapor-vaccine? 
 ",343991," [context] [user114679]: @user Anyone who would take a Putin-Covid-Cure should cut to the chase and guzzle the bleach. 
 ","[context] [user93716]: #UPDATE Russia claimed Tuesday it had developed the world's first #coronavirus vaccine offering ""sustainable immunity"", as the pandemic marked another bleak milestone with 20 million infections globally 
  [context] [user93716]: #BREAKING Germany questions 'quality, efficacy and safety' of Russian coronavirus vaccine: health ministry 
  ",2024-04-10T12:27:16.026443Z,1,0,0,0,0,1,0,
1,['Appeal to Ridicule'],6206,753.454,"[main_tweet] [user114679]: @user Anyone who would take a Putin-Covid-Cure should cut to the chase and guzzle the bleach. 
 ",124429,,"[context] [user93716]: #BREAKING Germany questions 'quality, efficacy and safety' of Russian coronavirus vaccine: health ministry 
  [context] [user54547]: Trump's next get-out-of-jail-free miracle COVID cure? Is this what he has been on the phone to Putin about over and over? Why he won't talk about the Russian bounties on US troops- because he's hoping that Putin will win him a second election, this time with a vapor-vaccine? 
  ",2024-03-18T14:02:20.044414Z,0,0,1,0,0,0,0,
1,['Loaded Language'],6207,147.55,"[main_tweet] [user24615]: Push-pull-push-pull. To simply clamp down on people carries the risk of revolt. A pressure cooker where people get angry & rise up. Loosening & tightening is the smarter way. The goal is to simply wear people down. An exasperated population is more likely to ""give up"". 
 ",296134," [context] [user24615]: @user @user Your appeal to authority is astounding. And to use the ""tinfoil hat"" insult against those to whom the slur applies least??? The tinfoil hatters are the ones doing the bidding of state power in bed with the corporatocracy (who are unelected/unaccountable). 
  [context] [user8104]: @user @user Let's see...I suspect lockdowns will be a thing of the past within a year - but it all depends on how we support developing countries and their medical efforts. Oh, and people ignoring the guidelines and spreading/mutating it further. 
 ",,2024-03-18T14:04:47.942648Z,0,0,0,0,0,1,0,
1,['None of the above'],6208,9.736,"[main_tweet] [user24615]: @user @user Your appeal to authority is astounding. And to use the ""tinfoil hat"" insult against those to whom the slur applies least??? The tinfoil hatters are the ones doing the bidding of state power in bed with the corporatocracy (who are unelected/unaccountable). 
 ",125716," [context] [user8104]: @user @user Let's see...I suspect lockdowns will be a thing of the past within a year - but it all depends on how we support developing countries and their medical efforts. Oh, and people ignoring the guidelines and spreading/mutating it further. 
  [context] [user24615]: @user @user It's amazing that u consider yourself an old school lefty & you're willfully ingnoring the basics of how power works, historical precedents, etc. Power doesn't care about health. It does care greatly about introducing new paradigms, policies, measures under the cover of 'health"". 
 ","[context] [user24615]: Push-pull-push-pull. To simply clamp down on people carries the risk of revolt. A pressure cooker where people get angry & rise up. Loosening & tightening is the smarter way. The goal is to simply wear people down. An exasperated population is more likely to ""give up"". 
  ",2024-03-18T14:04:57.992655Z,0,0,0,0,0,0,1,
